Temperature,Heating_Rate,Residence_Time,Plastic_Type,Moisture_Content,Feed_Rate,Catalyst_Ratio,Gas_Yield,CO2_Emission,Risk_Level
546.3,35.1,48.8,PET,4.02,19.97,0.2855,45.79,20.0,Low
554.0,35.5,98.0,LDPE,6.82,15.3,0.2839,52.46,20.0,Low
318.1,21.3,71.0,LDPE,7.06,17.41,0.0435,35.99,96.4,Low
449.8,31.7,100.9,HDPE,10.6,13.37,0.0532,47.45,139.38,Low
550.3,5.5,79.5,HDPE,14.11,17.27,0.2588,46.13,20.0,Medium
501.3,33.6,96.3,HDPE,4.94,3.14,0.1178,54.81,34.61,Low
642.6,46.1,75.8,HDPE,0.63,7.61,0.0013,56.72,246.13,Medium
563.5,32.6,55.6,LDPE,7.44,17.65,0.0822,46.72,106.81,Medium
365.2,44.3,115.4,PP,8.17,4.83,0.1793,44.63,20.0,Low
328.2,37.6,69.5,PP,2.53,2.49,0.2398,41.58,20.0,Low
557.0,10.4,76.6,PP,11.41,15.97,0.04,47.22,173.86,Low
310.6,45.6,34.3,PET,14.77,16.87,0.0332,31.01,115.32,Low
534.3,8.0,78.8,HDPE,14.19,4.09,0.2766,45.54,20.0,Medium
676.1,29.0,72.9,HDPE,2.96,17.23,0.2253,62.79,20.0,Low
530.2,11.4,30.3,LDPE,13.13,14.05,0.1769,37.97,20.0,Medium
455.3,5.5,16.6,LDPE,10.57,10.88,0.2308,37.37,20.0,Low
557.3,24.0,76.5,PET,6.81,16.77,0.1287,50.24,30.64,Low
483.3,18.3,94.0,PET,8.11,8.97,0.2275,46.03,20.0,Low
518.2,26.9,67.6,PP,12.74,4.69,0.1115,43.4,61.24,Low
676.6,31.0,34.9,LDPE,7.2,6.41,0.0732,50.82,158.78,Medium
454.4,7.0,83.3,HDPE,5.6,10.6,0.2187,43.32,20.0,Low
684.5,10.5,18.8,PP,7.4,11.1,0.1259,49.33,81.75,Medium
662.1,30.1,58.6,HDPE,8.69,16.31,0.2944,53.71,20.0,Medium
378.3,20.4,28.0,PP,2.84,16.04,0.1048,35.72,23.55,Low
327.7,37.8,30.3,HDPE,13.51,12.05,0.2765,32.84,20.0,Low
340.3,34.4,32.3,PET,10.11,15.83,0.2799,31.45,20.0,Low
307.3,43.1,52.5,PP,9.5,4.64,0.0726,34.43,52.12,Low
337.8,36.2,15.6,HDPE,1.49,1.95,0.2395,40.75,20.0,Low
573.2,24.3,53.8,HDPE,9.06,17.6,0.1299,48.31,42.69,Low
328.5,35.3,66.3,LDPE,1.81,2.44,0.2753,42.86,20.0,Low
427.6,17.4,63.2,PP,1.18,5.69,0.135,42.84,20.0,Low
638.0,18.8,52.1,HDPE,7.91,14.21,0.2233,51.53,20.0,Medium
309.3,40.5,102.3,LDPE,6.04,8.78,0.1401,40.83,20.0,Low
625.8,25.1,26.0,HDPE,8.83,17.65,0.0683,53.73,167.28,Medium
412.7,40.9,65.6,PP,1.34,6.66,0.0598,45.28,83.85,Low
347.3,42.0,16.8,PET,6.46,1.23,0.1276,32.59,20.0,Low
578.7,43.6,17.8,PP,2.62,6.71,0.2266,46.49,20.0,Low
551.6,46.2,73.1,PP,14.81,11.98,0.1815,46.12,20.0,Medium
651.0,24.4,72.3,HDPE,8.42,8.14,0.2066,56.06,20.0,Low
594.0,19.3,106.6,HDPE,10.31,11.16,0.0847,52.66,130.09,Low
621.4,31.2,71.4,PP,4.88,17.66,0.1444,49.85,32.46,Low
412.8,21.7,115.6,LDPE,1.42,18.34,0.0133,44.71,151.1,Low
371.0,32.0,15.4,LDPE,14.64,6.05,0.2453,34.8,20.0,Medium
600.2,36.8,20.8,LDPE,4.29,9.78,0.297,52.56,20.0,Medium
622.7,36.0,14.8,HDPE,6.36,11.43,0.1221,49.58,78.66,Medium
696.2,21.9,30.4,HDPE,9.75,19.03,0.0033,53.91,279.49,High
465.0,12.5,69.5,PP,0.37,19.97,0.0509,42.78,115.56,Low
448.8,24.4,81.0,PET,12.15,5.47,0.1958,42.07,20.0,Low
610.6,11.4,15.0,HDPE,8.05,14.81,0.1836,48.26,20.0,Medium
436.3,45.1,114.1,PP,4.17,8.18,0.2364,51.44,20.0,Low
672.3,20.6,102.6,PP,0.92,1.15,0.0762,55.37,129.81,Low
643.4,12.0,42.6,PET,2.44,1.18,0.2291,51.06,20.0,Medium
471.6,6.1,18.5,LDPE,13.43,9.75,0.2064,34.98,20.0,Medium
600.3,34.1,28.7,PP,10.29,10.28,0.0968,47.76,110.73,Medium
601.8,33.7,24.0,PP,3.75,1.43,0.1636,51.15,20.0,Medium
341.2,20.3,23.6,PP,0.98,14.05,0.0442,35.84,94.8,Low
661.0,8.2,67.0,LDPE,10.36,6.59,0.1358,48.53,44.09,Low
502.1,23.4,37.0,LDPE,8.59,11.64,0.2644,44.0,20.0,Low
630.6,19.0,49.4,PET,6.07,6.72,0.1264,47.86,71.95,Low
428.0,35.5,118.8,HDPE,5.45,4.18,0.2519,49.24,20.0,Low
658.2,32.3,85.3,LDPE,3.25,8.74,0.1771,55.38,20.0,Low
455.7,21.4,114.4,HDPE,10.04,5.41,0.0576,44.39,97.44,Low
304.3,14.8,25.7,HDPE,14.56,11.16,0.1743,29.32,20.0,Low
662.2,49.5,52.0,LDPE,2.64,4.78,0.1518,58.86,37.39,Low
336.5,25.4,71.0,PP,8.96,10.66,0.1196,36.53,20.0,Low
427.7,36.0,18.4,PET,6.36,3.99,0.0359,35.4,162.95,Low
680.0,11.3,10.5,HDPE,6.7,13.75,0.125,52.86,83.12,Medium
680.2,26.9,83.7,PP,3.81,15.32,0.0218,54.94,230.74,Medium
529.4,6.2,80.6,LDPE,12.38,3.1,0.0296,42.69,183.87,Medium
552.7,27.7,55.2,HDPE,7.28,9.89,0.1248,49.45,50.12,Low
479.4,48.4,63.9,HDPE,8.15,2.35,0.0916,49.86,60.21,Low
417.3,22.3,55.7,HDPE,4.57,12.37,0.2777,41.5,20.0,Low
431.5,6.8,12.6,PP,2.73,6.02,0.1127,35.76,31.78,Low
569.0,6.4,46.9,PP,1.29,11.02,0.2274,45.06,20.0,Low
600.9,22.5,29.5,PP,10.71,10.83,0.1591,44.57,20.0,Medium
616.6,12.2,20.8,HDPE,2.94,18.56,0.2112,53.73,20.0,Medium
615.8,6.1,115.2,HDPE,10.35,11.43,0.078,52.82,127.16,Low
336.5,39.0,75.9,PET,5.86,12.08,0.2826,37.27,20.0,Low
497.8,25.6,90.2,PET,6.24,8.63,0.159,47.08,20.0,Low
323.0,18.0,44.7,PP,7.04,19.03,0.2494,36.39,20.0,Low
519.8,45.5,53.2,PP,5.52,15.77,0.1095,47.41,56.79,Low
476.6,10.2,36.1,LDPE,1.51,6.42,0.0301,43.5,142.51,Low
655.1,48.0,20.7,PP,4.64,17.04,0.2021,50.74,20.0,Low
440.4,19.1,29.7,PET,9.96,9.22,0.0023,37.1,223.62,Low
346.8,45.0,97.7,PET,9.99,16.74,0.1426,42.67,20.0,Low
357.2,32.1,84.5,PET,4.29,16.63,0.0578,40.02,73.09,Low
604.6,42.2,70.2,HDPE,6.9,4.59,0.1882,51.39,20.0,Low
547.3,49.3,62.3,HDPE,2.9,14.32,0.2938,54.18,20.0,Low
340.4,18.0,111.5,PP,3.16,6.52,0.1393,43.08,20.0,Low
333.6,48.3,18.0,LDPE,0.35,6.65,0.2452,38.16,20.0,Low
580.4,22.5,40.9,LDPE,13.45,6.63,0.1523,46.12,20.0,Medium
329.1,22.3,48.5,LDPE,3.16,14.79,0.1488,37.91,20.0,Low
628.7,20.3,96.1,HDPE,3.41,5.37,0.2791,57.43,20.0,Low
582.5,29.4,119.2,PET,4.19,1.02,0.267,53.9,20.0,Low
332.5,11.9,36.5,PET,1.91,14.59,0.2357,32.17,20.0,Low
333.9,29.9,106.2,HDPE,9.59,4.25,0.0889,41.47,64.25,Low
694.7,29.4,101.4,LDPE,1.13,2.99,0.1635,59.92,20.0,Low
449.7,39.3,34.7,LDPE,2.01,5.51,0.0672,45.87,89.9,Low
448.3,42.5,53.9,PP,9.67,8.22,0.1332,46.04,20.0,Low
625.1,24.8,55.1,PP,5.09,10.04,0.1453,48.46,28.04,Medium
678.9,18.6,117.6,LDPE,10.62,1.85,0.2495,52.31,20.0,Medium
694.4,16.7,29.9,HDPE,8.36,19.44,0.2688,53.45,20.0,Medium
601.4,13.8,97.9,LDPE,3.84,14.61,0.1244,49.94,45.38,Low
450.5,7.6,46.8,PP,9.76,7.14,0.0053,37.26,192.42,Low
333.4,20.4,90.4,LDPE,1.74,7.06,0.2585,42.86,20.0,Low
610.9,17.2,56.2,HDPE,8.05,9.52,0.0523,53.98,188.12,Medium
523.4,48.5,73.6,PET,6.56,12.9,0.1866,47.96,20.0,Low
469.7,30.1,101.6,HDPE,4.02,3.78,0.0075,50.26,169.97,Low
662.5,20.6,98.5,HDPE,9.06,4.59,0.1199,53.18,79.26,Medium
344.5,31.1,105.3,PP,13.07,17.33,0.2958,38.76,20.0,Low
497.1,11.3,16.6,HDPE,14.98,5.87,0.0302,38.11,183.85,Low
304.5,25.0,86.1,HDPE,9.12,8.22,0.1271,39.97,20.0,Low
487.5,33.2,25.4,PP,6.07,17.55,0.0921,40.73,84.21,Medium
322.5,27.0,55.7,PP,3.38,13.6,0.2715,37.08,20.0,Low
347.5,23.1,70.3,PET,3.86,7.49,0.2608,34.73,20.0,Low
347.0,49.7,54.3,LDPE,7.19,13.99,0.0713,33.85,66.53,Low
559.7,44.6,67.2,HDPE,5.51,1.37,0.0244,50.97,198.67,Low
598.4,33.1,119.6,PP,13.71,14.98,0.1881,48.74,20.0,Low
533.3,30.6,24.9,PET,5.52,10.25,0.1009,43.14,89.03,Low
684.9,32.9,84.3,LDPE,5.6,16.45,0.2016,56.45,20.0,Low
449.9,14.1,53.6,PP,5.75,19.14,0.0096,39.28,199.9,Low
414.3,22.8,24.6,LDPE,12.55,18.59,0.04,31.92,137.4,Low
647.4,6.8,27.5,LDPE,9.76,18.28,0.2059,39.93,20.0,Low
389.4,26.4,114.4,HDPE,9.21,10.73,0.0637,47.99,75.83,Low
685.3,29.4,106.8,HDPE,5.01,7.84,0.2573,60.53,20.0,Low
304.9,15.2,109.8,PP,12.27,9.84,0.0176,33.68,154.44,Low
688.0,48.4,119.1,LDPE,0.58,14.11,0.0646,60.89,167.74,Low
317.3,45.9,32.9,PP,13.06,17.8,0.2996,35.0,20.0,Low
656.5,37.5,49.1,PP,7.69,4.93,0.1299,52.59,85.07,Medium
511.1,29.0,83.6,LDPE,5.97,18.45,0.2109,46.56,20.0,Low
697.2,44.1,63.2,PP,7.46,16.49,0.0548,55.09,191.57,Medium
329.5,10.9,56.0,LDPE,10.01,19.6,0.183,36.31,20.0,Low
521.5,40.6,49.4,LDPE,0.19,17.72,0.2178,49.93,20.0,Low
687.7,10.6,75.3,LDPE,13.07,6.32,0.0943,50.04,155.27,Medium
509.2,40.7,73.3,LDPE,6.7,3.01,0.2487,46.41,20.0,Low
551.8,17.4,27.8,PET,5.14,3.13,0.181,39.09,20.0,Low
578.3,44.5,61.9,LDPE,2.07,6.53,0.1167,52.54,50.96,Low
481.8,47.5,70.9,HDPE,6.59,12.67,0.1673,50.7,20.0,Low
551.0,11.7,72.7,HDPE,7.44,16.28,0.173,51.88,20.0,Low
533.7,25.8,33.1,HDPE,6.05,18.09,0.0497,42.64,137.77,Low
660.5,49.1,91.6,LDPE,10.18,12.85,0.1208,53.53,90.13,Low
318.2,26.8,12.8,HDPE,6.31,1.11,0.103,33.8,20.0,Low
412.4,43.9,49.0,PET,14.42,4.54,0.1203,35.31,32.03,Low
680.2,31.5,95.8,PP,8.99,2.89,0.2283,56.18,20.0,Medium
656.1,21.9,72.0,LDPE,12.11,7.9,0.1448,50.18,42.84,Medium
482.3,17.9,38.7,HDPE,1.64,10.53,0.2821,48.4,20.0,Low
548.1,14.1,86.4,PET,5.96,1.82,0.0881,44.39,95.67,Low
411.0,39.3,72.4,PP,5.05,7.62,0.1247,45.23,20.0,Low
375.2,22.4,97.6,PET,8.54,4.4,0.2361,39.59,20.0,Low
485.5,28.0,90.9,HDPE,12.92,13.29,0.1638,46.06,20.0,Low
441.3,27.2,77.1,PET,1.18,9.82,0.1641,47.39,20.0,Low
533.5,31.0,63.7,PP,1.09,10.41,0.016,52.52,189.87,Medium
331.1,44.0,24.7,HDPE,12.75,9.13,0.1196,37.01,20.0,Low
689.8,49.1,38.7,PP,3.19,19.16,0.0812,50.27,147.58,Medium
694.5,23.3,56.1,PET,10.03,5.08,0.2998,54.19,20.0,High
579.3,42.2,75.9,LDPE,8.14,10.82,0.0925,52.24,99.73,Low
514.4,39.4,66.5,LDPE,12.49,14.98,0.2653,49.08,20.0,Low
423.8,30.8,41.7,LDPE,1.88,11.58,0.2029,45.16,20.0,Low
625.5,48.0,10.7,LDPE,1.95,18.65,0.1023,54.63,103.13,Medium
573.9,14.0,64.6,PP,8.35,8.18,0.1631,48.66,20.0,Low
365.0,9.9,41.4,LDPE,14.2,9.81,0.2522,34.42,20.0,Low
664.4,43.4,90.8,PP,6.22,2.68,0.265,62.03,20.0,Medium
629.0,24.8,12.6,HDPE,4.9,12.57,0.0481,51.16,183.21,Medium
679.9,43.1,74.3,LDPE,9.1,6.48,0.1019,52.07,109.71,Medium
590.3,45.2,113.6,PP,13.96,4.05,0.1006,51.03,114.52,Low
545.4,7.8,29.2,LDPE,12.55,11.35,0.0126,39.95,190.61,Medium
467.3,44.8,61.9,LDPE,14.93,11.11,0.1795,41.37,20.0,Low
673.1,25.2,20.1,LDPE,0.34,2.44,0.2564,51.4,20.0,Medium
646.4,28.0,78.8,PP,1.69,14.27,0.1145,52.89,59.68,Low
318.1,33.2,70.6,PET,9.14,12.85,0.222,32.93,20.0,Low
310.5,46.7,54.8,LDPE,12.31,4.59,0.1883,35.98,20.0,Low
450.6,5.9,67.4,LDPE,4.28,9.92,0.1127,45.09,20.0,Low
624.2,26.5,108.6,HDPE,3.59,14.69,0.0423,60.8,184.85,Low
694.9,35.9,31.6,PET,11.8,11.06,0.2128,51.14,20.0,Medium
360.2,37.5,12.5,PP,0.85,8.51,0.2564,38.46,20.0,Low
537.7,36.2,104.8,HDPE,5.54,7.12,0.2058,51.66,20.0,Low
452.4,11.0,73.5,LDPE,7.59,12.6,0.0054,39.92,197.45,Low
688.0,18.5,108.0,HDPE,8.41,18.84,0.0649,58.49,173.28,Medium
636.8,21.1,75.7,HDPE,10.93,13.76,0.0208,51.66,245.79,Medium
635.3,41.2,99.1,LDPE,5.32,2.42,0.1711,57.12,20.0,Low
487.5,17.5,57.3,PET,9.19,9.75,0.2269,41.13,20.0,Low
465.9,14.5,92.5,PET,8.78,17.93,0.0332,42.62,186.26,Low
409.4,48.1,110.4,HDPE,8.21,2.79,0.2515,48.71,20.0,Low
322.6,5.4,72.9,LDPE,9.61,19.79,0.1667,29.72,20.0,Low
645.9,49.9,29.9,PP,3.89,19.03,0.207,52.8,20.0,Medium
625.2,35.5,39.6,HDPE,1.27,2.49,0.2914,56.88,20.0,Low
699.9,42.3,31.9,PP,1.79,18.73,0.0251,58.45,247.23,Medium
698.7,18.3,37.2,HDPE,3.37,7.9,0.2704,56.26,20.0,Medium
522.2,5.6,43.7,HDPE,7.5,17.05,0.0378,45.63,151.51,Medium
607.6,38.2,71.1,LDPE,12.61,8.95,0.1179,49.75,78.92,Low
677.9,42.5,74.7,LDPE,10.52,9.38,0.2554,55.23,20.0,Medium
639.9,38.3,56.9,PP,11.84,13.05,0.2719,52.68,20.0,Medium
398.9,11.4,77.7,PP,5.26,15.72,0.1519,39.11,20.0,Low
480.2,38.9,19.0,PET,6.07,1.64,0.1782,39.13,20.0,Low
351.7,39.6,19.7,LDPE,5.91,12.27,0.2124,36.2,20.0,Low
681.6,34.6,28.9,HDPE,2.88,4.55,0.2498,56.39,20.0,Medium
542.5,39.5,67.0,HDPE,0.92,7.57,0.0365,55.17,163.32,Low
391.5,43.1,33.5,PET,8.86,7.61,0.243,34.92,20.0,Low
568.7,32.6,41.2,LDPE,14.84,9.91,0.1444,43.74,33.08,Medium
547.3,9.0,54.0,HDPE,2.5,7.35,0.1352,49.81,20.0,Low
443.3,26.9,99.3,PET,0.7,3.04,0.1272,46.52,20.0,Low
345.4,8.5,11.5,PET,11.69,3.77,0.1528,26.04,20.0,Low
568.6,23.3,81.4,HDPE,3.79,1.64,0.2835,54.12,20.0,Low
508.1,23.3,83.6,HDPE,12.44,9.93,0.1645,47.22,20.0,Low
608.9,8.0,97.9,PP,10.56,19.13,0.286,50.63,20.0,Low
508.1,20.7,112.6,LDPE,14.19,3.2,0.0541,44.65,131.25,Low
640.9,10.0,12.2,PP,6.13,18.98,0.2172,50.45,20.0,Medium
520.8,41.4,26.9,PET,9.93,14.93,0.2437,39.6,20.0,Low
524.4,47.6,107.5,HDPE,6.97,13.11,0.2037,54.99,20.0,Low
650.7,8.3,60.4,PP,9.46,13.26,0.1821,46.23,20.0,Medium
461.4,48.0,72.1,PET,6.74,16.71,0.1694,44.86,20.0,Low
353.6,28.5,82.9,LDPE,2.83,3.03,0.2583,39.81,20.0,Low
311.5,18.5,84.7,HDPE,7.62,10.59,0.2465,39.07,20.0,Low
602.1,8.5,112.5,PP,7.93,14.24,0.0367,50.42,183.52,Low
548.1,27.5,119.7,LDPE,12.16,12.15,0.2546,50.49,20.0,Low
581.6,40.8,89.2,PP,11.03,16.82,0.1242,49.29,64.04,Medium
385.2,36.8,41.6,PET,9.96,2.37,0.0761,33.48,73.51,Low
354.5,7.3,106.8,LDPE,1.7,14.12,0.2609,45.32,20.0,Low
305.8,8.3,15.4,PP,10.81,11.15,0.1296,28.16,20.0,Low
440.2,23.1,35.4,LDPE,7.5,8.2,0.2425,38.5,20.0,Low
536.0,18.3,108.7,PET,13.41,7.47,0.079,43.51,135.59,Low
456.9,15.5,38.2,LDPE,13.8,12.8,0.0012,38.84,217.13,Low
475.0,17.6,34.3,PP,0.83,17.93,0.1486,43.11,20.0,Low
661.7,41.2,25.2,PET,12.31,10.43,0.0301,44.83,233.58,High
439.3,46.8,104.5,HDPE,0.57,16.67,0.2263,52.49,20.0,Low
505.6,23.2,65.0,PP,5.51,8.64,0.0828,44.37,90.55,Low
613.5,45.8,84.2,PP,8.13,2.95,0.1331,52.4,54.98,Low
458.6,19.5,36.3,PET,2.22,2.17,0.0261,37.24,154.7,Low
548.8,26.4,93.4,PET,11.19,1.98,0.086,43.14,102.32,Low
644.9,15.2,93.6,HDPE,0.13,8.22,0.2344,58.7,20.0,Low
679.8,33.8,44.4,PP,2.53,7.41,0.0455,56.07,191.29,Medium
358.8,49.1,55.2,PET,8.71,14.64,0.1941,36.11,20.0,Low
670.6,32.2,33.1,HDPE,10.72,15.11,0.2752,53.0,20.0,Medium
496.8,21.1,117.4,HDPE,13.75,1.97,0.204,51.03,20.0,Low
403.3,34.2,81.0,PET,10.58,5.2,0.2433,41.58,20.0,Low
483.7,10.5,112.8,PP,10.08,6.21,0.0327,43.82,141.31,Low
692.0,45.0,43.4,LDPE,5.92,11.4,0.0752,53.73,150.06,Medium
497.0,27.6,96.0,LDPE,0.02,3.75,0.2684,49.9,20.0,Low
431.5,25.2,94.2,HDPE,1.8,3.54,0.2145,51.19,20.0,Low
553.4,31.4,86.1,LDPE,8.02,18.93,0.1919,49.23,20.0,Low
396.1,33.1,116.2,LDPE,10.13,16.28,0.1991,42.57,20.0,Low
330.3,8.2,53.3,PET,6.26,4.43,0.1243,30.47,20.0,Low
351.6,35.7,24.4,HDPE,10.96,8.72,0.0134,34.15,143.92,Low
351.2,15.9,83.9,PP,7.83,7.76,0.2353,38.76,20.0,Low
360.8,37.1,90.2,HDPE,1.11,16.03,0.2036,44.8,20.0,Low
355.5,42.0,73.3,PET,2.88,10.69,0.1418,42.1,20.0,Low
556.3,41.2,32.7,LDPE,12.6,3.43,0.2699,43.54,20.0,Medium
372.8,29.9,65.5,PP,10.87,15.04,0.1008,36.63,48.12,Low
438.3,28.4,44.3,HDPE,13.42,8.54,0.0883,37.36,72.09,Low
658.7,11.4,57.0,LDPE,1.76,6.0,0.2618,54.04,20.0,Low
489.6,39.9,81.0,HDPE,14.85,8.13,0.2391,46.06,20.0,Low
567.0,17.2,92.0,PP,3.14,10.46,0.1545,51.53,20.0,Low
368.9,27.4,35.5,HDPE,0.18,7.52,0.0392,45.08,107.03,Low
376.9,17.8,54.6,HDPE,14.96,5.6,0.0645,36.19,97.59,Low
316.3,11.0,39.6,HDPE,4.22,8.57,0.1969,35.38,20.0,Low
367.6,33.3,31.8,LDPE,10.02,1.36,0.1155,33.4,20.0,Low
411.4,7.4,96.2,PP,2.65,15.68,0.2509,45.13,20.0,Low
370.8,38.7,110.0,PP,8.7,4.25,0.285,45.88,20.0,Low
335.5,19.3,50.7,LDPE,13.56,1.83,0.2417,32.75,20.0,Low
348.3,5.0,92.6,LDPE,4.8,13.42,0.1133,39.87,20.0,Low
484.3,28.0,108.7,LDPE,10.05,15.7,0.2366,48.08,20.0,Low
382.5,7.1,103.1,PET,2.82,16.46,0.1054,43.04,20.0,Low
445.7,17.4,30.1,HDPE,9.37,10.38,0.0501,36.1,114.56,Low
501.4,36.8,115.2,HDPE,5.05,4.9,0.01,54.83,169.18,Low
576.2,7.8,51.4,PP,3.17,15.01,0.1157,49.67,60.21,Low
315.7,42.8,47.3,HDPE,4.7,14.29,0.2711,38.18,20.0,Low
619.8,5.2,16.9,PET,2.68,5.68,0.0717,43.1,151.53,Medium
551.2,16.1,63.5,LDPE,13.53,18.16,0.062,41.09,149.42,Medium
332.7,38.3,22.0,PP,5.96,2.98,0.2909,34.25,20.0,Low
649.4,19.2,37.3,PP,3.68,19.67,0.0075,49.62,230.78,Medium
668.3,9.6,44.9,HDPE,6.73,17.34,0.2357,54.27,20.0,Medium
324.4,21.2,99.0,PP,4.81,14.07,0.0964,41.07,20.0,Low
410.8,17.2,106.3,LDPE,11.17,18.84,0.0112,42.39,169.26,Low
622.5,42.9,43.3,PP,14.57,14.72,0.2753,46.29,20.0,Medium
599.3,19.1,104.5,LDPE,6.57,4.62,0.0419,50.47,173.58,Low
373.8,40.5,104.3,PET,12.92,9.4,0.1655,41.09,20.0,Low
383.7,45.1,94.1,PET,8.49,2.36,0.0822,41.69,62.0,Low
448.2,24.5,26.1,LDPE,2.36,8.4,0.0196,41.04,171.95,Low
493.8,45.9,85.9,HDPE,10.36,15.09,0.015,50.0,192.68,Low
547.3,22.0,114.0,PP,7.7,8.34,0.0347,49.94,157.29,Low
447.6,48.4,85.1,HDPE,9.76,7.28,0.0214,48.3,165.13,Low
485.0,9.0,46.5,PP,13.35,12.31,0.2282,37.67,20.0,Low
599.0,35.9,65.1,PET,6.61,17.57,0.1457,49.71,45.02,Low
314.7,27.2,81.0,PET,13.52,1.9,0.1029,28.67,24.05,Low
401.0,22.4,66.2,PET,11.26,8.32,0.1255,34.21,20.0,Low
585.3,33.5,23.2,PP,7.33,4.01,0.2787,45.84,20.0,Medium
658.1,36.7,44.3,PET,9.05,14.21,0.2732,49.21,20.0,Medium
504.7,5.2,98.3,PET,4.88,3.01,0.2147,43.39,20.0,Low
512.8,12.5,104.8,PET,14.75,13.63,0.2654,41.16,20.0,Low
342.9,37.1,25.1,PET,10.01,6.44,0.0959,28.31,58.75,Low
479.0,35.0,114.8,HDPE,0.66,4.78,0.1143,55.97,24.11,Low
513.0,48.5,46.2,PET,4.9,18.79,0.1841,45.5,20.0,Low
397.0,39.2,82.9,PET,9.35,1.35,0.1871,36.25,20.0,Low
407.7,47.8,92.7,HDPE,0.84,9.32,0.1445,49.21,20.0,Low
450.9,36.6,99.3,HDPE,0.36,1.41,0.1202,53.25,20.0,Low
308.0,18.4,114.0,PP,6.75,10.19,0.2959,38.38,20.0,Low
428.8,9.7,44.4,LDPE,4.99,10.52,0.2463,38.31,20.0,Low
384.6,40.2,104.4,PET,6.57,7.11,0.1305,41.82,20.0,Low
431.0,34.0,24.5,PET,3.94,3.51,0.2182,39.72,20.0,Low
347.9,7.2,87.6,PET,2.47,8.15,0.0809,34.41,58.1,Low
656.2,21.2,91.6,PP,10.34,13.77,0.0301,53.34,245.97,Medium
537.4,48.1,84.5,PET,7.72,15.87,0.1057,46.51,76.44,Low
571.6,27.5,37.8,LDPE,3.0,11.08,0.1209,48.42,51.42,Low
615.7,24.5,106.0,HDPE,4.79,12.21,0.005,57.27,232.11,Medium
499.4,25.6,28.6,PP,8.88,4.81,0.2444,40.54,20.0,Medium
334.8,14.4,15.9,HDPE,1.08,6.46,0.1078,35.4,20.0,Low
514.8,21.6,88.9,PET,2.21,4.08,0.1741,47.21,20.0,Low
534.7,21.6,62.3,PET,1.1,5.74,0.0222,49.7,176.08,Low
598.2,7.4,103.4,PET,12.18,5.27,0.0525,43.36,180.26,Low
472.7,39.5,52.2,LDPE,11.29,10.87,0.2669,45.84,20.0,Low
351.0,23.7,28.5,LDPE,11.3,11.69,0.1826,31.95,20.0,Low
413.5,42.0,102.0,PP,10.74,18.95,0.2851,44.16,20.0,Low
445.2,43.3,70.4,HDPE,10.04,4.72,0.2996,44.52,20.0,Low
558.4,14.5,30.8,PET,7.15,13.19,0.1116,40.28,87.78,Medium
528.3,34.6,89.2,PET,9.63,16.53,0.0896,44.64,105.02,Low
442.4,26.3,66.2,PET,0.58,11.64,0.2575,41.95,20.0,Low
694.6,44.6,76.5,PET,9.32,5.85,0.2996,54.73,20.0,Medium
542.3,14.7,60.7,LDPE,11.67,5.99,0.1889,42.74,20.0,Medium
394.9,35.5,101.2,HDPE,7.51,1.75,0.2385,50.53,20.0,Low
340.7,32.3,101.3,HDPE,5.36,6.8,0.2345,42.53,20.0,Low
361.1,18.3,88.0,PP,4.16,15.15,0.1066,40.59,20.0,Low
398.4,11.1,21.6,LDPE,9.64,1.9,0.1723,34.3,20.0,Low
364.3,34.3,102.3,PET,10.39,5.17,0.2499,36.74,20.0,Low
374.6,38.2,83.8,HDPE,13.06,14.42,0.2064,43.13,20.0,Low
414.0,19.2,86.7,HDPE,5.14,15.87,0.0063,44.22,177.34,Low
369.3,34.0,49.9,LDPE,11.55,9.65,0.101,30.61,20.0,Low
658.7,22.8,106.7,PP,8.42,14.26,0.0433,56.08,206.55,Medium
332.1,37.1,89.8,PP,13.24,8.37,0.0699,33.99,70.65,Low
509.8,14.0,22.4,PET,7.92,4.04,0.2716,36.98,20.0,Low
464.2,45.1,54.9,PP,7.76,8.56,0.0111,44.65,183.05,Low
693.0,17.9,107.5,HDPE,8.67,12.02,0.0659,58.34,181.9,Low
344.8,21.6,15.2,PP,11.24,19.01,0.0929,32.29,27.55,Low
459.1,7.6,115.8,PET,14.47,2.31,0.1851,42.09,20.0,Low
687.8,10.0,84.7,HDPE,1.1,10.64,0.1602,59.13,20.0,Low
646.2,28.2,79.5,PP,0.8,7.25,0.0655,58.0,135.2,Low
626.8,17.0,39.8,PP,14.06,10.66,0.0493,42.93,211.53,High
403.2,42.6,37.4,LDPE,7.95,1.46,0.071,43.25,87.38,Low
368.4,5.7,113.6,PET,9.22,6.95,0.1508,35.83,20.0,Low
567.5,22.1,42.8,PP,7.24,16.58,0.0814,47.84,97.54,Low
671.8,20.2,95.3,LDPE,1.4,11.52,0.2843,60.64,20.0,Low
522.7,5.9,53.2,HDPE,11.52,9.56,0.1392,44.55,20.0,Low
528.6,10.6,25.3,LDPE,11.21,6.42,0.0176,37.66,214.39,Medium
412.0,23.6,11.2,LDPE,4.68,6.66,0.2188,37.31,20.0,Low
607.8,27.2,69.9,PP,4.59,8.28,0.0987,47.59,85.81,Low
374.8,23.2,117.3,PP,12.57,16.88,0.196,40.59,20.0,Low
429.5,28.9,50.6,PP,1.09,19.38,0.0839,43.99,66.19,Low
